tester,site_type,name_of_sampling_location,7_day_average_of_sars-cov-2_concentration,number_of_samples_in_the_last_7_days,sars-cov-2_detected,sample_collection_date,units_(measuring_concentration),city_of_sampling_location,state_of_sampling_location,county_of_sampling_location,date_data_last_updated,date,source
BioBot,Municipal,Brockton/ Abington,983155.0564666666,3,Detected,2022-02-01T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2022-02-01,arch
BioBot,Municipal,Springfield WWTP,294838.6523666667,3,Detected,2023-04-06T00:00:00Z,copies/L,Agawam,MA,Hampden,2024-07-24T00:00:00Z,2023-04-06,arch
BioBot,Municipal,Greater Lawrence Sanitary District,333265.07834999997,4,Detected,2023-07-12T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2023-07-12,arch
BioBot,Municipal,MWRA Northern,591135.341,7,Detected,2023-02-14T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-02-14,arch
BioBot,Municipal,Hull WWTF,1006280.8369666667,3,Detected,2022-06-16T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2022-06-16,arch
BioBot,Municipal,MWRA Northern,783690.5205,7,Detected,2022-06-21T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-06-21,arch
BioBot,Municipal,Douglas WWTP,189102.11642685375,2,Detected,2024-05-16T00:00:00Z,copies/L,East Douglas,MA,Worcester,2024-07-24T00:00:00Z,2024-05-16,arch
BioBot,Municipal,Wareham WPCF,1892104.3176999998,3,Detected,2022-11-30T00:00:00Z,copies/L,Wareham,MA,Plymouth,2024-07-24T00:00:00Z,2022-11-30,arch
BioBot,Municipal,SESD-Peabody Metering Station,1187890.8878381008,4,Detected,2024-06-05T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2024-06-05,arch
BioBot,Municipal,Provincetown Treatment Plant,193492.94534857143,7,Detected,2021-10-11T00:00:00Z,copies/L,Provincetown,MA,Barnstable,2024-07-24T00:00:00Z,2021-10-11,arch
BioBot,Municipal,Hadley WWTP,186986.13,2,Detected,2023-06-08T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-06-08,arch
BioBot,Municipal,MWRA Southern,3241531.8127142857,7,Detected,2021-12-24T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-12-24,arch
BioBot,Municipal,MWRA Northern,955654.8489571428,7,Detected,2022-12-17T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-12-17,arch
BioBot,Municipal,MWRA Northern,282352.65554285713,7,Detected,2023-03-29T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-03-29,arch
BioBot,Municipal,Lynn WWTF,303876.53949999996,3,Detected,2023-07-28T00:00:00Z,copies/L,Lynn,MA,Essex,2024-07-24T00:00:00Z,2023-07-28,arch
BioBot,Municipal,MWRA Southern,304071.8881714285,7,Detected,2021-08-01T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-08-01,arch
BioBot,Municipal,Provincetown Treatment Plant,838774.5145428571,7,Detected,2021-08-14T00:00:00Z,copies/L,Provincetown,MA,Barnstable,2024-07-24T00:00:00Z,2021-08-14,arch
BioBot,Municipal,MWRA Northern,20557.34077142857,7,Detected,2020-06-23T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-06-23,arch
BioBot,Municipal,MWRA Southern,1043291.3652428573,7,Detected,2022-12-06T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-12-06,arch
BioBot,Municipal,MWRA Southern,1025447.6324525512,7,Detected,2024-01-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-01-18,arch
BioBot,Municipal,MWRA Northern,552969.7749915804,7,Detected,2023-09-24T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-09-24,arch
BioBot,Municipal,MWRA Southern,454227.26698473777,7,Detected,2024-05-27T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-05-27,arch
BioBot,Municipal,Greater Lawrence Sanitary District,837374.191625,4,Detected,2023-03-29T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2023-03-29,arch
BioBot,Municipal,Plymouth Headworks Influent,333942.1351666667,3,Detected,2023-03-16T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2023-03-16,arch
BioBot,Municipal,MWRA Northern,2421429.064242979,7,Detected,2024-01-04T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-01-04,arch
BioBot,Municipal,Greater Lawrence Sanitary District,358412.7506075572,4,Detected,2024-05-14T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2024-05-14,arch
BioBot,Municipal,MWRA Southern,351181.96509,7,Detected,2021-08-07T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-08-07,arch
BioBot,Municipal,MWRA Southern,512749.2073285715,7,Detected,2022-11-12T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-11-12,arch
BioBot,Municipal,SESD-Peabody Metering Station,1088219.933225,4,Detected,2023-02-27T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2023-02-27,arch
BioBot,Municipal,Greater Lawrence Sanitary District,38973.461899999995,2,Detected,2021-07-14T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2021-07-14,arch
BioBot,Municipal,MWRA Northern,20458.46339428571,7,Detected,2021-06-25T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-06-25,arch
BioBot,Municipal,MWRA Northern,262933.0255938085,7,Detected,2024-04-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-04-18,arch
BioBot,Municipal,Fitchburg Public Works,800170.0136532949,4,Detected,2023-12-21T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2023-12-21,arch
BioBot,Municipal,MWRA Southern,1040455.3962,7,Detected,2022-10-19T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-10-19,arch
BioBot,Municipal,Amherst WWTP,391880.891875,4,Detected,2022-11-03T00:00:00Z,copies/L,Hadley,MA,Hampshire,2024-07-24T00:00:00Z,2022-11-03,arch
BioBot,Municipal,Fall River WWTP,155035.615276,5,Detected,2023-05-02T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2023-05-02,arch
BioBot,Municipal,Wareham WPCF,241690.98359108245,4,Detected,2024-04-25T00:00:00Z,copies/L,Wareham,MA,Plymouth,2024-07-24T00:00:00Z,2024-04-25,arch
BioBot,Municipal,Hull WWTF,858682.3974333334,3,Detected,2022-08-25T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2022-08-25,arch
BioBot,Municipal,Haverhill WWTP,1062956.7340250001,4,Detected,2022-05-18T00:00:00Z,copies/L,Haverhill,MA,Essex,2024-07-24T00:00:00Z,2022-05-18,arch
BioBot,Municipal,North Brookfield WWTP,1543218.9946,2,Detected,2023-03-23T00:00:00Z,copies/L,North Brookfield,MA,Worcester,2024-07-24T00:00:00Z,2023-03-23,arch
BioBot,Municipal,Brockton/ Abington,4273874.71554636,4,Detected,2024-01-09T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2024-01-09,arch
BioBot,Municipal,MWRA Southern,131116.56870714287,7,Detected,2022-02-17T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-02-17,arch
BioBot,Municipal,Provincetown Treatment Plant,180614.5473,3,Detected,2022-01-24T00:00:00Z,copies/L,Provincetown,MA,Barnstable,2024-07-24T00:00:00Z,2022-01-24,arch
BioBot,Municipal,MWRA Northern,5731050.462142857,7,Detected,2022-01-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-01-10,arch
BioBot,Municipal,SESD-Peabody Metering Station,1440674.096,4,Detected,2022-09-04T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-09-04,arch
BioBot,Municipal,MWRA Northern,785870.9139,7,Detected,2022-10-06T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-10-06,arch
BioBot,Municipal,Provincetown Treatment Plant,550662.2130999999,3,Detected,2021-12-22T00:00:00Z,copies/L,Provincetown,MA,Barnstable,2024-07-24T00:00:00Z,2021-12-22,arch
BioBot,Municipal,Greater Lawrence Sanitary District,462735.0746359759,4,Detected,2024-04-03T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2024-04-03,arch
BioBot,Municipal,Haverhill WWTP,1985673.73525,4,Detected,2022-10-18T00:00:00Z,copies/L,Haverhill,MA,Essex,2024-07-24T00:00:00Z,2022-10-18,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2023-11-04,arch
BioBot,Municipal,Upper Blackstone Clean Water,1903592.611,4,Detected,2022-07-12T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2022-07-12,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,624686.0245749999,4,Detected,2022-01-29T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-01-29,arch
BioBot,Municipal,South Hadley Div. of WPC,198635.0752142214,4,Detected,2023-08-30T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-08-30,arch
BioBot,Municipal,Fitchburg Public Works,2262213.788479857,4,Detected,2023-09-28T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2023-09-28,arch
BioBot,Municipal,SESD-Peabody Metering Station,648327.2996232159,4,Detected,2024-06-21T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2024-06-21,arch
BioBot,Municipal,MWRA Southern,79373.276361428565,7,Detected,2021-05-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-05-18,arch
BioBot,Municipal,MWRA Northern,28338.194331428567,7,Detected,2021-06-07T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-06-07,arch
BioBot,Municipal,MWRA Northern,124107.7025025,4,Detected,2020-10-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-10-18,arch
BioBot,Municipal,South Hadley Div. of WPC,154352.81466666667,3,Detected,2022-03-23T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2022-03-23,arch
BioBot,Municipal,Provincetown Treatment Plant,1648631.6423333334,3,Detected,2022-05-05T00:00:00Z,copies/L,Provincetown,MA,Barnstable,2024-07-24T00:00:00Z,2022-05-05,arch
BioBot,Municipal,Pittsfield WWTP,1381254.2126,5,Detected,2022-12-22T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2022-12-22,arch
BioBot,Municipal,Hull WWTF,2403700.930666667,3,Detected,2022-12-15T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2022-12-15,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,805904.8124809337,4,Detected,2024-06-01T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2024-06-01,arch
BioBot,Municipal,Pittsfield WWTP,648582.228325133,4,Detected,2023-09-01T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2023-09-01,arch
BioBot,Municipal,MWRA Northern,764532.1113714286,7,Detected,2023-02-08T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-02-08,arch
BioBot,Municipal,MWRA Southern,60019.7156675,4,Detected,2020-09-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-09-11,arch
BioBot,Municipal,MWRA Southern,543924.8023857143,7,Detected,2021-11-22T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-11-22,arch
BioBot,Municipal,MWRA Southern,11251.93556,7,Detected,2020-06-28T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-06-28,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,373750.2648792809,4,Detected,2024-05-08T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2024-05-08,arch
BioBot,Municipal,MWRA Northern,381163.7266680099,7,Detected,2024-05-04T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-05-04,arch
BioBot,Municipal,MWRA Southern,348376.68163598503,7,Detected,2024-05-07T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-05-07,arch
BioBot,Municipal,MWRA Northern,2205809.256237758,7,Detected,2023-12-27T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-12-27,arch
BioBot,Municipal,Haverhill WWTP,2890266.9905,4,Detected,2021-12-20T00:00:00Z,copies/L,Haverhill,MA,Essex,2024-07-24T00:00:00Z,2021-12-20,arch
BioBot,Municipal,MWRA Southern,808425.477542857,7,Detected,2023-01-27T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-01-27,arch
BioBot,Municipal,South Hadley Div. of WPC,109318.31215750001,4,Detected,2023-07-17T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-07-17,arch
BioBot,Municipal,Greenfield WPCF,527559.7910027186,2,Detected,2024-03-22T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2024-03-22,arch
BioBot,Municipal,MWRA Northern,216992.42843333332,3,Detected,2023-05-06T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-05-06,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,1596197.1299576317,4,Detected,2023-12-12T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2023-12-12,arch
BioBot,Municipal,Fall River WWTP,222968.23739999998,5,Detected,2023-05-03T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2023-05-03,arch
BioBot,Municipal,MWRA Southern,25139.15287714286,7,Detected,2020-07-08T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-07-08,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,819055.5091358469,4,Detected,2023-09-19T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2023-09-19,arch
BioBot,Municipal,South Hadley Div. of WPC,1514585.530275,4,Detected,2023-01-20T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-01-20,arch
BioBot,Municipal,MWRA Southern,124796.13870428572,7,Detected,2021-05-07T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-05-07,arch
BioBot,Municipal,Greater Lawrence Sanitary District,2334376.445614595,4,Detected,2024-02-13T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2024-02-13,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,660507.0658249999,4,Detected,2022-06-24T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-06-24,arch
BioBot,Municipal,Haverhill WWTP,823307.4626,4,Detected,2022-11-22T00:00:00Z,copies/L,Haverhill,MA,Essex,2024-07-24T00:00:00Z,2022-11-22,arch
BioBot,Municipal,MWRA Northern,583346.3588097628,7,Detected,2023-11-30T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-11-30,arch
BioBot,Municipal,MWRA Northern,119176.07030285716,7,Detected,2022-03-02T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-03-02,arch
BioBot,Municipal,MWRA Northern,385218.0594857143,7,Detected,2023-03-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-03-18,arch
BioBot,Municipal,Lynn WWTF,120810.42076847357,3,Detected,2024-04-25T00:00:00Z,copies/L,Lynn,MA,Essex,2024-07-24T00:00:00Z,2024-04-25,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,790682.6362749999,4,Detected,2023-02-27T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2023-02-27,arch
BioBot,Municipal,MWRA Southern,811562.6876000001,7,Detected,2023-02-01T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-02-01,arch
BioBot,Municipal,Montague Clean Water Facility,919424.1295666667,3,Detected,2023-03-08T00:00:00Z,copies/L,Montague,MA,Franklin,2024-07-24T00:00:00Z,2023-03-08,arch
BioBot,Municipal,MWRA Southern,2407784.342903746,7,Detected,2023-12-31T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-12-31,arch
BioBot,Municipal,South Hadley Div. of WPC,564681.028125,4,Detected,2022-04-06T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2022-04-06,arch
BioBot,Municipal,Pittsfield WWTP,909650.2631333334,3,Detected,2021-12-10T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2021-12-10,arch
BioBot,Municipal,MWRA Northern,95427.03812571429,7,Detected,2021-05-05T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-05-05,arch
BioBot,Municipal,MWRA Southern,602954.6039428571,7,Detected,2022-08-01T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-08-01,arch
BioBot,Municipal,Fall River WWTP,125515.24482648246,5,Detected,2024-05-14T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2024-05-14,arch
BioBot,Municipal,MWRA Northern,320711.4607285714,7,Detected,2021-10-02T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-10-02,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,732418.773975,4,Detected,2022-11-05T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-11-05,arch
BioBot,Municipal,MWRA Northern,60949.500786666664,3,Detected,2020-08-19T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-08-19,arch
BioBot,Municipal,MWRA Southern,180927.40149999998,7,Detected,2020-10-26T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-10-26,arch
BioBot,Municipal,S.Deerfield WWTP,403462.32876041386,3,Detected,2024-05-01T00:00:00Z,copies/L,Deerfield,MA,Franklin,2024-07-24T00:00:00Z,2024-05-01,arch
BioBot,Municipal,MWRA Northern,467198.03141428577,7,Detected,2022-08-24T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-08-24,arch
BioBot,Municipal,Montague Clean Water Facility,1382955.958,2,Detected,2023-02-23T00:00:00Z,copies/L,Montague,MA,Franklin,2024-07-24T00:00:00Z,2023-02-23,arch
BioBot,Municipal,Athol WWTP,734826.3184333333,3,Detected,2022-06-02T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2022-06-02,arch
BioBot,Municipal,Provincetown Treatment Plant,556343.7503285714,7,Detected,2021-09-16T00:00:00Z,copies/L,Provincetown,MA,Barnstable,2024-07-24T00:00:00Z,2021-09-16,arch
BioBot,Municipal,Fall River WWTP,207542.02323018215,4,Detected,2023-09-20T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2023-09-20,arch
BioBot,Municipal,MWRA Southern,83709.354835,2,Detected,2020-03-25T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-03-25,arch
BioBot,Municipal,MWRA Southern,138786.65072571428,7,Detected,2020-10-31T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-10-31,arch
BioBot,Municipal,MWRA Southern,770100.8812428572,7,Detected,2020-12-29T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-12-29,arch
BioBot,Municipal,Hull WWTF,671786.0341666667,3,Detected,2022-04-21T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2022-04-21,arch
BioBot,Municipal,Fall River WWTP,478039.8354516104,3,Detected,2024-01-23T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2024-01-23,arch
BioBot,Municipal,MWRA Northern,307225.2243857143,7,Detected,2020-11-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-11-11,arch
BioBot,Municipal,MWRA Northern,1266075.9048,7,Detected,2021-12-07T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-12-07,arch
BioBot,Municipal,MWRA Southern,451404.30894920975,7,Detected,2024-03-09T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-03-09,arch
BioBot,Municipal,Springfield WWTP,508267.258505382,2,Detected,2024-04-04T00:00:00Z,copies/L,Agawam,MA,Hampden,2024-07-24T00:00:00Z,2024-04-04,arch
BioBot,Municipal,Pittsfield WWTP,1241172.0163333332,3,Detected,2021-12-15T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2021-12-15,arch
BioBot,Municipal,Hadley WWTP,205124.8408,2,Detected,2023-03-02T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-03-02,arch
BioBot,Municipal,MWRA Southern,215240.38034285716,7,Detected,2021-08-24T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-08-24,arch
BioBot,Municipal,Brockton/ Abington,351510.91734160244,4,Detected,2023-08-08T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2023-08-08,arch
BioBot,Municipal,Pittsfield WWTP,294581.4483403563,4,Detected,2024-05-30T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2024-05-30,arch
BioBot,Municipal,MWRA Southern,845366.4464857142,7,Detected,2022-05-09T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-05-09,arch
BioBot,Municipal,MWRA Northern,661021.1433428571,7,Detected,2022-09-08T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-09-08,arch
BioBot,Municipal,Grafton Headworks,861189.4307999999,3,Detected,2022-07-13T00:00:00Z,copies/L,South Grafton,MA,Middlesex,2024-07-24T00:00:00Z,2022-07-13,arch
BioBot,Municipal,Haverhill WWTP,1078929.320425,4,Detected,2022-08-02T00:00:00Z,copies/L,Haverhill,MA,Essex,2024-07-24T00:00:00Z,2022-08-02,arch
BioBot,Municipal,MWRA Northern,217468.82664285714,7,Detected,2021-07-29T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-07-29,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,1522968.0447500001,4,Detected,2022-10-18T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-10-18,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,958024.980976339,4,Detected,2023-11-22T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2023-11-22,arch
BioBot,Municipal,S.Deerfield WWTP,617090.5258262735,3,Detected,2024-03-07T00:00:00Z,copies/L,Deerfield,MA,Franklin,2024-07-24T00:00:00Z,2024-03-07,arch
BioBot,Municipal,Hull WWTF,3197635.3792999997,3,Detected,2022-02-03T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2022-02-03,arch
BioBot,Municipal,Haverhill WWTP,946700.6036249999,4,Detected,2022-09-08T00:00:00Z,copies/L,Haverhill,MA,Essex,2024-07-24T00:00:00Z,2022-09-08,arch
BioBot,Municipal,MWRA Northern,1112680.4048714286,7,Detected,2023-01-09T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-01-09,arch
BioBot,Municipal,Upper Blackstone Clean Water,781123.455939149,4,Detected,2024-02-27T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2024-02-27,arch
BioBot,Municipal,Athol WWTP,257165.07626569993,4,Detected,2024-06-12T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2024-06-12,arch
BioBot,Municipal,Brockton/ Abington,522621.91740000003,4,Detected,2022-11-08T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2022-11-08,arch
BioBot,Municipal,Pittsfield WWTP,768701.5707500001,4,Detected,2022-09-01T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2022-09-01,arch
BioBot,Municipal,Athol WWTP,1959965.9260391023,3,Detected,2024-01-19T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2024-01-19,arch
BioBot,Municipal,MWRA Northern,1341780.5793,7,Detected,2023-01-20T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-01-20,arch
BioBot,Municipal,South Hadley Div. of WPC,379459.51159999997,4,Detected,2022-06-13T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2022-06-13,arch
BioBot,Municipal,MWRA Northern,428787.0300282343,7,Detected,2024-03-04T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-03-04,arch
BioBot,Municipal,MWRA Northern,499689.4559964734,7,Detected,2024-02-25T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-02-25,arch
BioBot,Municipal,Pittsfield WWTP,815071.1293369901,4,Detected,2024-04-04T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2024-04-04,arch
BioBot,Municipal,Fall River WWTP,733065.79628,5,Detected,2023-03-16T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2023-03-16,arch
BioBot,Municipal,Greenfield WPCF,1192562.7065672614,2,Detected,2024-02-23T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2024-02-23,arch
BioBot,Municipal,MWRA Southern,274441.05808020546,7,Detected,2024-05-15T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-05-15,arch
BioBot,Municipal,Wareham WPCF,102157.9878125,4,Detected,2023-07-13T00:00:00Z,copies/L,Wareham,MA,Plymouth,2024-07-24T00:00:00Z,2023-07-13,arch
BioBot,Municipal,MWRA Northern,288462.5738841779,7,Detected,2024-04-14T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-04-14,arch
