respiratory_season,tester,sars-cov-2_detected,sample_collection_date,site_type,name_of_sampling_location,7_day_average_of_sars-cov-2_concentration,number_of_samples_in_the_last_7_days,units_(measuring_concentration),city_of_sampling_location,state_of_sampling_location,county_of_sampling_location,date_data_last_updated,date,source
2025-2026,BioBot,Detected,2025-07-29T00:00:00Z,Municipal,MWRA Northern,139616.78999999998,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-29,current
2025-2026,BioBot,Detected,2025-10-21T00:00:00Z,Municipal,Brockton/ Abington,137743.13,3,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-21,current
2025-2026,BioBot,Detected,2025-09-24T00:00:00Z,Municipal,Billerica Treatment Plant,847762.975,2,copies/L,Billerica,MA,Middlesex,2025-11-13T00:00:00Z,2025-09-24,current
2025-2026,BioBot,Detected,2025-09-22T00:00:00Z,Municipal,MWRA Southern,335721.07857142854,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-22,current
2025-2026,BioBot,Detected,2025-09-30T00:00:00Z,Municipal,Brockton/ Abington,486369.275,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-30,current
2025-2026,BioBot,Detected,2025-09-16T00:00:00Z,Municipal,MWRA Northern,418312.6757142857,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-16,current
2025-2026,BioBot,Detected,2025-07-16T00:00:00Z,Municipal,SESD-Peabody Metering Station,186562.675,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-07-16,current
2025-2026,BioBot,Detected,2025-10-16T00:00:00Z,Municipal,Wareham WPCF,120104.83,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-16,current
2025-2026,BioBot,Detected,2025-08-28T00:00:00Z,Municipal,Fitchburg Public Works,669088.4400000001,3,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-08-28,current
2025-2026,BioBot,Detected,2025-07-17T00:00:00Z,Municipal,Springfield WWTP,101330.305,2,copies/L,Agawam,MA,Hampden,2025-11-13T00:00:00Z,2025-07-17,current
2025-2026,BioBot,Detected,2025-10-08T00:00:00Z,Municipal,Montague Clean Water Facility,356928.3733333333,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-10-08,current
2025-2026,BioBot,Detected,2025-08-28T00:00:00Z,Municipal,Pittsfield WWTP,292724.82,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-08-28,current
2025-2026,BioBot,Detected,2025-09-22T00:00:00Z,Municipal,MWRA Northern,320320.6757142857,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-22,current
2025-2026,BioBot,Detected,2025-08-14T00:00:00Z,Municipal,Springfield WWTP,243487.16499999998,2,copies/L,Agawam,MA,Hampden,2025-11-13T00:00:00Z,2025-08-14,current
2025-2026,BioBot,Detected,2025-09-04T00:00:00Z,Municipal,Hull WWTF,613610.8866666667,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-04,current
2025-2026,BioBot,Detected,2025-09-18T00:00:00Z,Municipal,MWRA Southern,338069.66571428574,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-18,current
2025-2026,BioBot,Detected,2025-11-05T00:00:00Z,Municipal,MWRA Southern,110452.11714285715,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-11-05,current
2025-2026,BioBot,Detected,2025-07-31T00:00:00Z,Municipal,MWRA Southern,231413.6371428571,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-31,current
2025-2026,BioBot,Detected,2025-08-13T00:00:00Z,Municipal,Montague Clean Water Facility,95677.52666666667,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Detected,2025-09-20T00:00:00Z,Municipal,MWRA Southern,335024.8171428572,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-20,current
2025-2026,BioBot,Detected,2025-07-04T00:00:00Z,Municipal,SESD-Peabody Metering Station,247481.9733333333,3,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-07-04,current
2025-2026,BioBot,Detected,2025-07-31T00:00:00Z,Municipal,Plymouth Headworks Influent,340813.505,4,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-31,current
2025-2026,BioBot,Detected,2025-09-04T00:00:00Z,Municipal,Wareham WPCF,580383.1633333334,3,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-04,current
2025-2026,BioBot,Detected,2025-11-06T00:00:00Z,Municipal,Whitman,766661.3175,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-11-06,current
2025-2026,BioBot,Detected,2025-08-03T00:00:00Z,Municipal,MWRA Southern,220897.75285714286,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-03,current
2025-2026,BioBot,Detected,2025-10-14T00:00:00Z,Municipal,Brockton/ Abington,154478.3025,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-14,current
2025-2026,BioBot,Detected,2025-09-05T00:00:00Z,Municipal,MWRA Northern,331573.2057142857,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-05,current
2025-2026,BioBot,Detected,2025-10-10T00:00:00Z,Municipal,MWRA Southern,237214.05285714287,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-10,current
2025-2026,BioBot,Detected,2025-10-16T00:00:00Z,Municipal,Whitman,601713.1,3,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-16,current
2025-2026,BioBot,Detected,2025-10-01T00:00:00Z,Municipal,Montague Clean Water Facility,500769.14666666667,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-10-01,current
2025-2026,BioBot,Detected,2025-08-07T00:00:00Z,Municipal,Wareham WPCF,217584.795,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-07,current
2025-2026,BioBot,Detected,2025-08-18T00:00:00Z,Municipal,MWRA Southern,301062.5028571429,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-18,current
2025-2026,BioBot,Detected,2025-07-21T00:00:00Z,Municipal,MWRA Southern,136375.73142857142,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Detected,2025-10-30T00:00:00Z,Municipal,Whitman,879948.0025000001,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-30,current
2025-2026,BioBot,Not Detected,2025-09-04T00:00:00Z,Municipal,Fitchburg Public Works,306271.48333333334,3,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-09-04,current
2025-2026,BioBot,Detected,2025-07-22T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,824864.2125,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-07-22,current
2025-2026,BioBot,Detected,2025-07-10T00:00:00Z,Municipal,Brockton/ Abington,194596.4975,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-10,current
2025-2026,BioBot,Detected,2025-10-08T00:00:00Z,Municipal,Wareham WPCF,1110509.7325,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-08,current
2025-2026,BioBot,Detected,2025-11-05T00:00:00Z,Municipal,MWRA Northern,116824.65714285713,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-11-05,current
2025-2026,BioBot,Detected,2025-08-29T00:00:00Z,Municipal,MWRA Northern,288288.3528571428,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-29,current
2025-2026,BioBot,Detected,2025-07-10T00:00:00Z,Municipal,SESD-Peabody Metering Station,165309.925,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-07-10,current
2025-2026,BioBot,Detected,2025-09-18T00:00:00Z,Municipal,Springfield WWTP,381845.615,2,copies/L,Agawam,MA,Hampden,2025-11-13T00:00:00Z,2025-09-18,current
2025-2026,BioBot,Detected,2025-07-09T00:00:00Z,Municipal,Fitchburg Public Works,68865.99333333333,3,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-07-09,current
2025-2026,BioBot,Detected,2025-09-11T00:00:00Z,Municipal,Montague Clean Water Facility,459299.1366666667,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-09-11,current
2025-2026,BioBot,Detected,2025-07-24T00:00:00Z,Municipal,MWRA Southern,154543.86000000002,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-24,current
2025-2026,BioBot,Detected,2025-09-16T00:00:00Z,Municipal,Brockton/ Abington,479615.02999999997,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-16,current
2025-2026,BioBot,Detected,2025-07-14T00:00:00Z,Municipal,MWRA Northern,102804.52857142857,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Detected,2025-10-24T00:00:00Z,Municipal,SESD-Peabody Metering Station,751944.205,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-10-24,current
2025-2026,BioBot,Detected,2025-09-27T00:00:00Z,Municipal,MWRA Southern,266378.6785714285,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-27,current
2025-2026,BioBot,Detected,2025-07-16T00:00:00Z,Municipal,MWRA Southern,125892.78857142855,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-16,current
2025-2026,BioBot,Detected,2025-07-16T00:00:00Z,Municipal,Montague Clean Water Facility,10552.87,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-07-16,current
2025-2026,BioBot,Detected,2025-10-07T00:00:00Z,Municipal,Brockton/ Abington,171234.6875,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-07,current
2025-2026,BioBot,Detected,2025-09-11T00:00:00Z,Municipal,Fitchburg Public Works,672249.3025,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-09-11,current
2025-2026,BioBot,Detected,2025-08-20T00:00:00Z,Municipal,Billerica Treatment Plant,406737.185,2,copies/L,Billerica,MA,Middlesex,2025-11-13T00:00:00Z,2025-08-20,current
2025-2026,BioBot,Detected,2025-11-06T00:00:00Z,Municipal,MWRA Northern,108452.73,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-11-06,current
2025-2026,BioBot,Detected,2025-10-24T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,306288.285,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-10-24,current
2025-2026,BioBot,Detected,2025-07-13T00:00:00Z,Municipal,MWRA Northern,89795.83142857142,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-13,current
2025-2026,BioBot,Detected,2025-07-31T00:00:00Z,Municipal,Amherst WWTP,163337.02000000002,2,copies/L,Hadley,MA,Hampshire,2025-11-13T00:00:00Z,2025-07-31,current
2025-2026,BioBot,Detected,2025-07-12T00:00:00Z,Municipal,SESD-Peabody Metering Station,179429.10749999998,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-07-12,current
2025-2026,BioBot,Detected,2025-08-28T00:00:00Z,Municipal,MWRA Northern,261374.83428571426,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-28,current
2025-2026,BioBot,Detected,2025-08-27T00:00:00Z,Municipal,Upper Blackstone Clean Water,926610.865,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-08-27,current
2025-2026,BioBot,Detected,2025-10-30T00:00:00Z,Municipal,Hull WWTF,163294.26,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-30,current
2025-2026,BioBot,Detected,2025-09-17T00:00:00Z,Municipal,MWRA Northern,382122.14857142855,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-17,current
2025-2026,BioBot,Detected,2025-09-06T00:00:00Z,Municipal,MWRA Northern,320418.43714285706,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-06,current
2025-2026,BioBot,Detected,2025-10-01T00:00:00Z,Municipal,Wareham WPCF,328757.13749999995,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-01,current
2025-2026,BioBot,Detected,2025-09-19T00:00:00Z,Municipal,MWRA Southern,336522.66571428574,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-19,current
2025-2026,BioBot,Detected,2025-07-31T00:00:00Z,Municipal,Lynn WWTF,167369.15000000002,3,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-07-31,current
2025-2026,BioBot,Detected,2025-09-10T00:00:00Z,Municipal,Uxbridge WWTF,1876183.156666667,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-09-10,current
2025-2026,BioBot,Detected,2025-07-15T00:00:00Z,Municipal,Brockton/ Abington,168739.55000000002,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-15,current
2025-2026,BioBot,Detected,2025-10-20T00:00:00Z,Municipal,SESD-Peabody Metering Station,732261.0125,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Detected,2025-10-10T00:00:00Z,Municipal,SESD-Peabody Metering Station,630383.845,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-10-10,current
2025-2026,BioBot,Detected,2025-10-22T00:00:00Z,Municipal,MWRA Northern,144874.69428571427,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-22,current
2025-2026,BioBot,Detected,2025-09-02T00:00:00Z,Municipal,MWRA Southern,369299.24428571423,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-02,current
2025-2026,BioBot,Detected,2025-09-04T00:00:00Z,Municipal,Plymouth Headworks Influent,125275.95333333332,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-04,current
2025-2026,BioBot,Detected,2025-08-14T00:00:00Z,Municipal,Fitchburg Public Works,303603.1133333333,3,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-08-14,current
2025-2026,BioBot,Detected,2025-07-25T00:00:00Z,Municipal,Wareham WPCF,173462.4175,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-25,current
2025-2026,BioBot,Detected,2025-10-28T00:00:00Z,Municipal,MWRA Southern,128466.36714285714,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-28,current
2025-2026,BioBot,Detected,2025-09-10T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,635166.58,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-09-10,current
2025-2026,BioBot,Detected,2025-07-10T00:00:00Z,Municipal,MWRA Northern,80043.14571428571,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-10,current
2025-2026,BioBot,Detected,2025-08-20T00:00:00Z,Municipal,MWRA Southern,334305.5214285715,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-20,current
2025-2026,BioBot,Detected,2025-08-23T00:00:00Z,Municipal,MWRA Northern,269540.02285714285,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-23,current
2025-2026,BioBot,Detected,2025-09-06T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,550380.2525,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-09-06,current
2025-2026,BioBot,Detected,2025-08-12T00:00:00Z,Municipal,MWRA Southern,240902.27428571432,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-12,current
2025-2026,BioBot,Detected,2025-10-09T00:00:00Z,Municipal,Wareham WPCF,890601.0249999999,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-09,current
2025-2026,BioBot,Detected,2025-10-29T00:00:00Z,Municipal,Whitman,871474.0525,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-29,current
2025-2026,BioBot,Detected,2025-10-29T00:00:00Z,Municipal,Wareham WPCF,288409.61,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-29,current
2025-2026,BioBot,Not Detected,2025-10-16T00:00:00Z,Municipal,Surfside WTF,0,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-16,current
2025-2026,BioBot,Detected,2025-10-16T00:00:00Z,Municipal,Surfside WTF,13073.65,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-16,current
2025-2026,BioBot,Detected,2025-11-06T00:00:00Z,Municipal,Brockton/ Abington,114519.75,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-11-06,current
2025-2026,BioBot,Detected,2025-09-15T00:00:00Z,Municipal,MWRA Southern,293701.31571428577,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-15,current
2025-2026,BioBot,Detected,2025-09-09T00:00:00Z,Municipal,Brockton/ Abington,349439.6875,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-09,current
2025-2026,BioBot,Detected,2025-09-20T00:00:00Z,Municipal,MWRA Northern,394441.92142857146,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-20,current
2025-2026,BioBot,Detected,2025-08-09T00:00:00Z,Municipal,MWRA Northern,211813.8971428571,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-09,current
2025-2026,BioBot,Detected,2025-09-25T00:00:00Z,Municipal,Springfield WWTP,577032.7,2,copies/L,Agawam,MA,Hampden,2025-11-13T00:00:00Z,2025-09-25,current
2025-2026,BioBot,Detected,2025-10-04T00:00:00Z,Municipal,SESD-Peabody Metering Station,807352.01,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-10-04,current
2025-2026,BioBot,Detected,2025-10-23T00:00:00Z,Municipal,Fitchburg Public Works,266318.6225,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-10-23,current
2025-2026,BioBot,Detected,2025-09-09T00:00:00Z,Municipal,MWRA Southern,297901.48,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-09,current
2025-2026,BioBot,Detected,2025-10-23T00:00:00Z,Municipal,MWRA Northern,156103.43142857144,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-23,current
2025-2026,BioBot,Detected,2025-10-02T00:00:00Z,Municipal,SESD-Peabody Metering Station,662889.8733333334,3,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-10-02,current
2025-2026,BioBot,Detected,2025-09-01T00:00:00Z,Municipal,MWRA Southern,362188.01285714284,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-01,current
2025-2026,BioBot,Detected,2025-08-21T00:00:00Z,Municipal,Whitman,553479.1224999999,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-21,current
2025-2026,BioBot,Detected,2025-07-14T00:00:00Z,Municipal,SESD-Peabody Metering Station,141634.5575,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Detected,2025-10-26T00:00:00Z,Municipal,SESD-Peabody Metering Station,306986.68,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-10-26,current
2025-2026,BioBot,Detected,2025-11-03T00:00:00Z,Municipal,MWRA Northern,195161.82142857142,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-11-03,current
2025-2026,BioBot,Detected,2025-11-03T00:00:00Z,Municipal,MWRA Southern,117066.0957142857,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-11-03,current
2025-2026,BioBot,Detected,2025-10-30T00:00:00Z,Municipal,Springfield WWTP,320402.895,2,copies/L,Agawam,MA,Hampden,2025-11-13T00:00:00Z,2025-10-30,current
2025-2026,BioBot,Detected,2025-10-13T00:00:00Z,Municipal,MWRA Northern,240865.01285714284,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-13,current
2025-2026,BioBot,Detected,2025-08-04T00:00:00Z,Municipal,MWRA Northern,153046.5957142857,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-04,current
2025-2026,BioBot,Detected,2025-09-01T00:00:00Z,Municipal,MWRA Northern,290204.9,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-01,current
2025-2026,BioBot,Detected,2025-08-07T00:00:00Z,Municipal,Plymouth Headworks Influent,39848.666666666664,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-07,current
2025-2026,BioBot,Detected,2025-06-30T00:00:00Z,Municipal,MWRA Northern,121580.58714285713,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-06-30,current
2025-2026,BioBot,Detected,2025-07-22T00:00:00Z,Municipal,MWRA Southern,138184.4985714286,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-22,current
2025-2026,BioBot,Detected,2025-07-23T00:00:00Z,Municipal,Upper Blackstone Clean Water,290149.42000000004,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-07-23,current
2025-2026,BioBot,Detected,2025-10-02T00:00:00Z,Municipal,MWRA Northern,289179.7957142857,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-02,current
2025-2026,BioBot,Detected,2025-10-01T00:00:00Z,Municipal,Whitman,795733.9824999999,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-01,current
2025-2026,BioBot,Detected,2025-08-01T00:00:00Z,Municipal,SESD-Peabody Metering Station,282758.475,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-08-01,current
2025-2026,BioBot,Detected,2025-09-06T00:00:00Z,Municipal,MWRA Southern,315625.58571428567,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-06,current
2025-2026,BioBot,Detected,2025-07-12T00:00:00Z,Municipal,MWRA Northern,78559.36142857141,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-12,current
2025-2026,BioBot,Detected,2025-08-05T00:00:00Z,Municipal,Fall River WWTP,49295.54333333333,3,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-08-05,current
2025-2026,BioBot,Detected,2025-08-15T00:00:00Z,Municipal,MWRA Northern,271907.57714285713,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-15,current
2025-2026,BioBot,Detected,2025-07-29T00:00:00Z,Municipal,Fall River WWTP,27057.1425,4,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-07-29,current
2025-2026,BioBot,Detected,2025-07-08T00:00:00Z,Municipal,MWRA Southern,111430.71857142856,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-08,current
2025-2026,BioBot,Detected,2025-10-10T00:00:00Z,Municipal,MWRA Northern,165068.96142857143,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-10,current
2025-2026,BioBot,Detected,2025-08-17T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,359393.58749999997,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-08-17,current
2025-2026,BioBot,Detected,2025-08-11T00:00:00Z,Municipal,MWRA Northern,242387.02857142856,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-11,current
2025-2026,BioBot,Detected,2025-10-19T00:00:00Z,Municipal,MWRA Northern,186316.74285714285,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-19,current
2025-2026,BioBot,Detected,2025-08-13T00:00:00Z,Municipal,Upper Blackstone Clean Water,700335.785,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Detected,2025-11-06T00:00:00Z,Municipal,Plymouth Headworks Influent,976585.9899999999,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-11-06,current
2025-2026,BioBot,Detected,2025-08-06T00:00:00Z,Municipal,Wareham WPCF,234321.94499999998,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-06,current
2025-2026,BioBot,Detected,2025-11-06T00:00:00Z,Municipal,Fitchburg Public Works,329981.155,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-11-06,current
2025-2026,BioBot,Detected,2025-10-04T00:00:00Z,Municipal,MWRA Northern,256664.10714285713,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-04,current
2025-2026,BioBot,Detected,2025-09-08T00:00:00Z,Municipal,MWRA Northern,288580.6171428571,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-08,current
2025-2026,BioBot,Detected,2025-08-03T00:00:00Z,Municipal,MWRA Northern,146931.8657142857,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-03,current
2025-2026,BioBot,Detected,2025-07-30T00:00:00Z,Municipal,Wareham WPCF,61547.7325,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-30,current
2025-2026,BioBot,Detected,2025-10-10T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,353328.97250000003,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-10-10,current
2025-2026,BioBot,Detected,2025-10-13T00:00:00Z,Municipal,MWRA Southern,198520.73142857142,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-13,current
2025-2026,BioBot,Detected,2025-08-27T00:00:00Z,Municipal,Uxbridge WWTF,2133215.0066666664,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-08-27,current
2025-2026,BioBot,Detected,2025-07-19T00:00:00Z,Municipal,MWRA Northern,117859.06857142855,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-19,current
2025-2026,BioBot,Detected,2025-08-15T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,269218.9875,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-08-15,current
2025-2026,BioBot,Detected,2025-08-21T00:00:00Z,Municipal,MWRA Northern,294724.58142857143,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-21,current
